iter	Logloss
427	0.05725012592
428	0.05721205986
429	0.05709675691
430	0.05705939977
431	0.05704093041
432	0.05702891014
433	0.0569978579
434	0.05698353227
435	0.05695155204
436	0.05692888443
437	0.05684591494
438	0.05676431791
439	0.05675185043
440	0.0567361745
441	0.05671124689
442	0.05665998497
443	0.05663826662
444	0.05659479702
445	0.05651771169
446	0.05636566727
447	0.05633274487
448	0.0562626322
449	0.0562026858
450	0.05610126853
451	0.0560580544
452	0.0559984842
453	0.05598454407
454	0.05596606363
455	0.05589955817
456	0.05583304315
457	0.0557976963
458	0.05575602248
459	0.05573694199
460	0.05569973256
461	0.05567715352
462	0.05564543749
463	0.05562762507
464	0.05560933912
465	0.05559685553
466	0.0555439404
467	0.05552592762
468	0.05547904455
469	0.05541456514
470	0.05539739377
471	0.0553689371
472	0.05534037028
473	0.05527733016
474	0.05522956501
475	0.05520558127
476	0.05515762549
477	0.05511573446
478	0.05509896811
479	0.05508446024
480	0.05503415409
481	0.05499678944
482	0.05496857036
483	0.05495212785
484	0.05492507046
485	0.05486686948
486	0.05485448877
487	0.05483134598
488	0.05481575204
489	0.05473941819
490	0.0547181175
491	0.05469258972
492	0.05467075475
493	0.05464139474
494	0.05461355443
495	0.05457338069
496	0.05455011253
497	0.05449912037
498	0.0544718948
499	0.05440208628
